,Open,High,Low,Close,5. volume
2008-08-22,1995.625,2047.4422,1986.5578,2036.1086,6163328.0
2008-08-25,2039.146,2070.8798,2013.849,2022.78,4268006.0
2008-08-26,2012.8516,2014.6652,1945.666,1976.2668,10539408.0
2008-08-27,1975.6776,1992.9048,1940.3168,1947.4342,9445740.0
2008-08-28,1946.6634,1956.501,1865.0614,1880.203,10206502.0
2008-08-29,1881.3816,1943.6716,1881.3816,1937.3698,6214708.0
2008-09-01,1911.6198,1962.984,1909.489,1940.8154,6546346.0
2008-09-02,1940.3168,2017.2948,1926.807,2007.0038,8093522.0
2008-09-04,2003.785,2003.785,1933.9698,1951.786,8311642.0
2008-09-05,1908.5824,1922.183,1874.1738,1885.3712,10897334.0
2008-09-08,1931.2498,1972.0508,1924.9032,1933.1994,5916804.0
2008-09-09,1904.9558,1955.1866,1891.4914,1942.9008,6558678.0
2008-09-10,1925.8096,1935.7832,1881.2004,1889.134,7861317.0
2008-09-11,1878.2086,1878.2086,1797.9662,1811.2042,19234246.0
2008-09-12,1831.514,1836.138,1739.122,1751.1812,18644099.0
2008-09-15,1723.6178,1723.6178,1653.8934,1708.2946,15425432.0
2008-09-16,1632.0422,1754.4452,1632.0422,1748.5064,10863423.0
2008-09-17,1750.0026,1768.0454,1677.422,1698.7744,11361921.0
2008-09-18,1615.7216,1760.7922,1599.4014,1752.496,19663104.0
2008-09-19,1795.2462,1872.315,1777.1124,1860.3918,13470267.0
2008-09-22,1904.049,1928.5296,1831.967,1847.0638,17514726.0
2008-09-23,1813.3798,1900.4224,1813.3798,1822.1748,15627053.0
2008-09-24,1795.2462,1872.1338,1795.2462,1856.5388,9074585.0
2008-09-25,1851.5518,1867.7814,1807.3054,1836.0472,11517944.0
2008-09-26,1813.3798,1838.7672,1770.8562,1777.9286,15097008.0
2008-09-29,1814.332,1814.332,1705.484,1750.773,12595348.0
2008-09-30,1722.7108,1797.0596,1688.8008,1764.7362,14892222.0
2008-10-01,1801.1398,1801.1398,1708.2042,1729.2844,11773658.0
2008-10-03,1700.044,1720.399,1582.2646,1596.6356,29083113.0
2008-10-06,1577.6406,1600.5344,1479.8088,1488.6942,18183025.0
2008-10-07,1518.7512,1552.6612,1464.5308,1519.0686,16664391.0
2008-10-08,1486.9716,1511.2254,1370.0088,1495.676,22065178.0
2008-10-10,1430.3944,1430.3944,1341.9014,1384.5158,17170982.0
2008-10-13,1400.8362,1450.7042,1400.8362,1423.866,12784999.0
2008-10-14,1496.1744,1512.359,1459.7708,1468.5658,10357348.0
2008-10-15,1441.637,1448.8906,1362.03,1377.4888,11348935.0
2008-10-16,1328.3008,1328.3008,1203.1778,1266.8726,24410695.0
2008-10-17,1287.6358,1303.8204,1169.63,1183.4572,19645337.0
2008-10-20,1201.4096,1251.1416,1162.0138,1197.9642,16753414.0
2008-10-21,1210.4314,1291.6708,1200.4578,1266.646,17548839.0
2008-10-22,1234.0956,1246.6988,1183.2306,1192.796,11460200.0
2008-10-23,1178.697,1178.697,1085.308,1101.8552,18150317.0
2008-10-24,1078.961,1094.9642,898.5298,920.7436,27985309.0
2008-10-27,915.757,985.5718,843.2218,974.42,28416760.0
2008-10-29,1089.8416,1106.1618,1047.227,1092.0176,18789292.0
2008-10-31,1129.5542,1258.2138,1120.6688,1242.8454,26319253.0
2008-11-03,1280.6998,1313.6124,1266.7366,1302.9588,16778417.0
2008-11-04,1287.4998,1331.0208,1247.6054,1319.4154,15976547.0
2008-11-05,1346.5254,1360.0352,1128.013,1150.9976,33349682.0
2008-11-06,1092.5616,1124.2954,1050.8536,1062.2328,26381811.0
2008-11-07,1047.227,1123.389,1044.507,1104.2126,19638803.0
2008-11-10,1133.4078,1185.9506,1117.0424,1181.4624,13477721.0
2008-11-11,1147.4162,1168.2248,1082.588,1094.375,17637556.0
2008-11-12,1069.8942,1095.2816,1037.616,1053.7098,24053133.0
2008-11-14,1074.6544,1095.2816,987.068,1041.3788,32780727.0
2008-11-17,1001.8926,1055.3872,980.2226,1036.0294,21063327.0
2008-11-18,1010.9596,1045.4136,990.5588,1034.2612,24808687.0
2008-11-19,1042.7388,1106.1618,1015.9462,1027.4158,32044701.0
2008-11-20,978.7266,1001.8926,944.5444,959.822,22215935.0
2008-11-21,925.7306,1050.2192,925.7306,1022.1572,25446579.0
2008-11-24,1038.2056,1047.227,992.8254,1038.1148,20228538.0
2008-11-25,1062.6408,1074.337,952.1154,971.6996,24202258.0
2008-11-26,974.737,1038.8856,960.049,1031.0878,26088817.0
2008-11-28,952.0244,1056.022,940.2374,1026.0102,17003087.0
2008-12-01,1042.7388,1066.993,995.5454,1005.5648,18697111.0
2008-12-02,977.4118,996.4524,936.6108,974.3744,19859564.0
2008-12-03,993.7324,1020.0262,952.0696,969.7052,18630459.0
2008-12-04,979.2252,1059.8298,952.2966,1051.1258,29416068.0
2008-12-05,1042.6936,1071.7078,1000.079,1014.2236,22376529.0
2008-12-08,1042.6936,1065.3608,1002.9804,1015.4928,19940883.0
2008-12-10,1035.44,1117.4954,1029.0934,1112.69,26832846.0
2008-12-11,1115.2288,1174.1636,1080.8196,1141.4322,27385940.0
2008-12-12,1115.2288,1200.0042,1099.4526,1184.3184,31698244.0
2008-12-15,1197.7378,1228.429,1154.3524,1213.1966,31012152.0
2008-12-16,1196.8308,1264.8326,1196.8308,1257.3976,23837807.0
2008-12-17,1264.8326,1276.6196,1205.8978,1224.1676,20675099.0
2008-12-18,1214.9646,1243.9788,1161.6964,1233.28,28535657.0
2008-12-19,1224.0316,1247.515,1201.3644,1223.3516,21308607.0
2008-12-22,1214.9646,1226.4794,1158.7498,1164.8246,15590581.0
2008-12-23,1146.9628,1160.5634,1131.64,1142.4748,12601954.0
2008-12-24,1133.3626,1143.4266,1115.2288,1125.3838,9317935.0
2008-12-26,1137.896,1156.0298,1092.879,1098.9082,12186704.0
2008-12-29,1110.7406,1135.72,1077.1478,1130.9146,15526012.0
2008-12-30,1119.7624,1153.3098,1113.5966,1132.4104,20515661.0
2008-12-31,1137.9412,1146.9628,1103.487,1115.4554,16565490.0
2009-01-01,1124.3412,1144.6962,1119.7624,1136.6722,9620079.0
2009-01-02,1147.0084,1177.7906,1135.176,1164.0994,16635260.0
2009-01-05,1183.2306,1248.5124,1175.0704,1238.3118,17696745.0
2009-01-06,1224.0316,1254.859,1207.711,1240.3974,16290571.0
2009-01-07,1246.744,1251.2324,1065.3608,1085.1266,29218631.0
2009-01-09,1078.961,1085.308,990.4228,1043.6456,19438612.0
2009-01-12,1033.6264,1038.16,983.7588,996.7242,17465243.0
2009-01-13,1001.8926,1038.16,967.529,980.0414,17891881.0
2009-01-14,983.7588,1103.4418,983.7588,1068.2168,20149150.0
2009-01-15,1051.7606,1051.7606,1005.5192,1036.6638,18325254.0
2009-01-16,1050.8536,1115.2288,1042.6936,1104.7112,17980888.0
2009-01-19,1110.6952,1132.909,1095.5538,1114.9114,11488886.0
2009-01-20,1078.961,1097.095,1059.1046,1072.0704,12588031.0
2009-01-21,1051.7606,1072.1608,1005.066,1014.9488,17862145.0
2009-01-22,1029.229,1045.7762,1003.7964,1027.2346,19058873.0
2009-01-23,1033.3546,1064.7716,1015.4928,1045.5496,22489934.0
2009-01-27,1054.7072,1119.1276,1054.7072,1112.554,14222929.0
2009-01-28,1124.3412,1160.5182,1111.6018,1154.3524,12081472.0
2009-01-29,1165.142,1169.63,1126.109,1149.7284,13246356.0
2009-01-30,1133.3626,1210.2496,1126.1542,1201.5456,18135683.0
2009-02-02,1210.4314,1225.845,1154.6246,1158.342,14227977.0
2009-02-03,1160.5634,1205.8978,1152.8562,1181.0092,18403592.0
2009-02-04,1187.7642,1211.927,1176.0674,1185.4066,12674954.0
2009-02-05,1190.4842,1195.9242,1152.9472,1166.6834,12095904.0
2009-02-06,1180.5106,1224.0316,1173.257,1218.138,14434063.0
2009-02-09,1222.218,1268.8222,1214.9646,1259.4378,13744839.0
2009-02-10,1252.139,1282.241,1245.2028,1270.7262,19540081.0
2009-02-11,1251.2324,1260.299,1235.093,1254.9042,11167255.0
2009-02-12,1237.6318,1247.6054,1220.042,1225.573,11127811.0
2009-02-13,1235.5466,1273.1288,1235.5466,1261.1604,8062873.0
2009-02-16,1251.2324,1264.8326,1188.9428,1195.9694,14458978.0
2009-02-17,1187.7642,1191.3908,1139.8452,1149.3202,11379511.0
2009-02-18,1134.269,1193.2042,1131.549,1173.937,15670688.0
2009-02-19,1169.63,1187.6732,1162.286,1172.9396,9276747.0
2009-02-20,1160.5634,1164.5982,1125.4742,1136.5812,10951129.0
2009-02-24,1110.65,1145.331,1089.0254,1136.3548,16288649.0
2009-02-25,1133.3174,1165.0968,1133.3174,1147.8696,7768336.0
2009-02-26,1152.8562,1176.7474,1135.5386,1170.0382,8936249.0
2009-02-27,1169.5848,1175.0704,1131.549,1147.0084,11238211.0
2009-03-02,1132.7278,1144.8774,1099.9964,1110.8314,13436121.0
2009-03-03,1098.9082,1133.9064,1067.1742,1087.1668,14529822.0
2009-03-04,1086.0788,1101.6282,1068.1716,1096.732,15797031.0
2009-03-05,1110.7406,1114.3218,1036.3468,1041.8774,21894053.0
2009-03-06,1016.3996,1071.7078,1013.7248,1061.326,16644426.0
2009-03-09,1051.2618,1055.3872,1033.6264,1046.1844,9245411.0
2009-03-12,1060.8272,1099.5882,1060.8272,1089.7958,15061805.0
2009-03-13,1110.7406,1174.073,1098.9082,1162.6938,11591259.0
2009-03-16,1172.35,1205.807,1154.715,1202.8152,14467192.0
2009-03-17,1201.319,1216.5514,1172.2144,1179.0144,15507009.0
2009-03-18,1196.876,1233.0078,1189.5772,1207.0766,13070054.0
2009-03-19,1214.9192,1227.6582,1196.876,1219.1806,11611296.0
2009-03-20,1210.3858,1222.9434,1197.7378,1213.6502,10020372.0
2009-03-23,1224.0316,1314.5646,1224.0316,1305.4522,14363922.0
2009-03-24,1314.7006,1335.5092,1307.6736,1316.1968,15950526.0
2009-03-25,1305.6336,1404.4626,1301.1456,1390.3186,23940172.0
2009-03-26,1405.1884,1428.037,1380.1184,1420.375,19310170.0
2009-03-27,1418.9246,1434.3836,1392.2226,1403.5562,15549683.0
2009-03-30,1388.8676,1392.6304,1354.6856,1374.2702,18913753.0
2009-03-31,1387.2812,1407.5458,1373.3636,1381.0702,13379289.0
2009-04-01,1387.4624,1440.6396,1357.8138,1432.0718,14750946.0
2009-04-02,1490.5986,1522.1512,1452.6534,1507.3724,13900466.0
2009-04-06,1550.4398,1557.6934,1495.9478,1516.2124,11640128.0
2009-04-08,1485.1582,1575.8272,1455.3282,1563.1792,16825251.0
2009-04-09,1581.7208,1600.308,1546.8132,1571.3392,13428174.0
2009-04-13,1588.5208,1620.119,1562.3174,1604.1614,9805765.0
2009-04-15,1569.7522,1663.7762,1541.3732,1655.2078,14609937.0
2009-04-16,1668.355,1671.9362,1559.507,1574.4672,15734522.0
2009-04-17,1586.753,1615.7216,1543.7306,1557.24,12839982.0
2009-04-20,1543.1862,1589.3368,1530.13,1553.7946,11621585.0
2009-04-21,1523.239,1572.2006,1514.1724,1546.8132,13396087.0
2009-04-22,1558.6,1570.387,1534.1196,1555.9708,11977888.0
2009-04-23,1564.0404,1609.1936,1539.2424,1597.9052,10894209.0
2009-04-24,1591.2408,1631.1352,1564.7204,1618.0338,10867420.0
2009-04-27,1595.7292,1636.3036,1595.7292,1618.3056,8860996.0
2009-04-28,1604.7962,1624.6526,1568.6644,1574.694,8722700.0
2009-04-29,1589.4278,1644.5546,1584.8942,1634.4902,8420508.0
2009-05-04,1681.0034,1718.359,1673.7498,1709.428,11120970.0
2009-05-05,1704.532,1711.8308,1666.7232,1701.5854,8599604.0
2009-05-06,1690.9318,1754.8078,1677.3768,1704.3958,11781896.0
2009-05-07,1721.8044,1742.658,1704.5772,1735.405,8929191.0
2009-05-08,1718.1322,1749.9116,1700.044,1719.9908,8637521.0
2009-05-11,1731.8688,1743.565,1677.3768,1685.8542,7479752.0
2009-05-12,1677.3312,1790.4408,1666.4962,1775.5712,10755259.0
2009-05-13,1786.1338,1790.7126,1729.1488,1757.0748,11820791.0
2009-05-14,1720.8526,1748.5516,1708.2042,1730.4632,10210129.0
2009-05-15,1745.4238,1777.022,1733.5914,1766.4588,7253088.0
2009-05-18,1905.8624,2185.1232,1905.8624,2139.063,331896.0
2009-05-19,2256.7062,2257.658,1996.7128,2026.815,17841978.0
2009-05-20,1981.0726,2040.0524,1936.6898,1950.2448,10927248.0
2009-05-21,1927.6232,1974.635,1910.396,1919.2814,7948337.0
2009-05-22,1899.4702,1999.161,1899.4702,1979.3952,9580877.0
2009-05-25,1972.0054,2007.4116,1953.917,1988.6888,7281839.0
2009-05-26,1981.0726,2003.785,1933.2446,1943.9886,6658596.0
2009-05-27,1976.8108,1995.625,1952.2396,1983.1126,7384123.0
2009-05-28,1994.718,2035.519,1985.6514,2012.7612,8260003.0
2009-05-29,2026.4976,2089.014,2005.4168,2064.9868,12853646.0
2009-06-01,2089.9206,2095.7688,2046.3996,2068.0242,6066099.0
2009-06-02,2076.3204,2093.5472,2017.3852,2066.528,6945743.0
2009-06-03,2080.763,2085.387,2020.2866,2035.3376,6813036.0
2009-06-04,2012.8974,2050.933,1958.4506,2045.2208,9321480.0
2009-06-05,2058.1862,2076.3204,1982.2056,2005.4624,7959829.0
2009-06-08,1998.345,2049.1196,1675.4724,1984.654,8502109.0
2009-06-09,1976.5842,2072.6934,1963.0746,2059.9092,8965727.0
2009-06-10,2071.832,2122.924,2067.5254,2103.7476,7215009.0
2009-06-11,2085.1152,2122.5614,2069.9734,2085.1604,5256807.0
2009-06-12,2094.4992,2150.941,2087.2004,2136.8872,9181456.0
2009-06-15,2111.409,2139.7886,1969.1494,1976.992,17194201.0
2009-06-16,1943.9434,1980.2112,1923.0896,1941.7672,9932948.0
2009-06-17,1940.3168,1974.499,1846.0208,1859.44,13819010.0
2009-06-18,1859.6666,1878.6616,1805.3558,1836.002,13072477.0
2009-06-19,1857.8078,1867.7814,1792.0726,1849.2852,11224837.0
2009-06-22,1868.688,1878.6616,1751.9064,1770.2672,13134647.0
2009-06-23,1740.6636,1842.9834,1723.7082,1827.9322,14579175.0
2009-06-24,1836.3646,1844.933,1788.99,1813.4708,8465209.0
2009-06-25,1839.4928,1839.4928,1764.691,1776.659,7858417.0
2009-06-26,1797.4222,1845.1142,1782.19,1839.3568,8534203.0
2009-06-29,1849.6478,1914.8386,1836.138,1890.4036,7682584.0
2009-06-30,1903.7772,1908.6734,1822.7644,1834.5514,7110899.0
2009-07-01,1822.447,1890.4488,1803.4062,1865.3788,9290064.0
2009-07-02,1876.8486,1885.0086,1809.2998,1822.583,9102625.0
2009-07-03,1812.4734,1845.2956,1795.4732,1836.818,8808792.0
2009-07-06,1849.693,1859.6214,1691.566,1716.9082,16294116.0
2009-07-07,1731.8232,1731.8232,1656.296,1682.2272,12113171.0
2009-07-08,1648.3624,1713.7346,1632.0422,1658.6534,15130411.0
2009-07-09,1661.0562,1698.8652,1661.0562,1679.5072,7757660.0
2009-07-10,1686.2622,1704.5772,1586.7078,1612.4576,9121241.0
2009-07-13,1587.6142,1600.5344,1557.9656,1584.7582,8879595.0
2009-07-14,1613.9082,1654.6186,1601.5318,1642.1972,6402736.0
2009-07-15,1663.7762,1714.0976,1638.3888,1700.044,7182704.0
2009-07-16,1727.2444,1783.0964,1704.5772,1753.8104,13708625.0
2009-07-17,1768.0454,1780.739,1740.029,1752.9944,10172785.0
2009-07-20,1777.1124,1845.1142,1764.4188,1841.1702,10739656.0
2009-07-21,1849.693,1854.0904,1819.863,1829.2922,5948890.0
2009-07-22,1836.0928,1864.4266,1781.646,1792.7982,7752394.0
2009-07-23,1812.4734,1860.528,1804.3132,1847.9704,17584407.0
2009-07-24,1854.2266,1872.2242,1799.961,1825.847,10752400.0
2009-07-27,1781.646,1786.1796,1729.9644,1757.664,13845306.0
2009-07-28,1759.2962,1775.299,1714.5508,1732.0044,9788062.0
2009-07-29,1722.7108,1754.4452,1697.777,1746.5568,10960360.0
2009-07-30,1727.1992,1758.9788,1713.6442,1722.6204,5570903.0
2009-07-31,1745.4238,1790.7126,1737.218,1774.4828,8193334.0
2009-08-03,1777.1124,1843.2102,1775.299,1826.9352,6765273.0
2009-08-04,1822.447,1863.248,1818.0948,1850.6904,7608970.0
2009-08-05,1854.2266,1888.3634,1841.7594,1881.6086,8523228.0
2009-08-06,1831.514,1925.6284,1831.514,1855.5866,10772009.0
2009-08-07,1844.7968,1871.408,1804.3132,1809.6624,8978342.0
2009-08-10,1840.5806,1847.8342,1789.217,1801.0036,7895729.0
2009-08-11,1804.3584,1856.2666,1790.7126,1812.8812,7962866.0
2009-08-12,1795.201,1815.012,1761.744,1805.8998,9073899.0
2009-08-13,1832.4206,1845.6582,1810.9772,1834.642,6735578.0
2009-08-14,1831.2418,1871.2268,1819.7722,1844.4794,9705387.0
2009-08-17,1813.1082,1829.7006,1742.0238,1758.6162,8019714.0
2009-08-18,1745.3782,1773.3046,1740.845,1764.7814,6621082.0
2009-08-19,1754.4,1772.579,1698.2306,1707.7054,12266496.0
2009-08-20,1722.7564,1746.1942,1712.7376,1720.8978,4952312.0
2009-08-21,1713.599,1754.0826,1690.977,1748.6878,6238985.0
2009-08-24,1768.091,1795.2462,1763.5122,1790.0326,4755190.0
2009-08-25,1776.8402,1840.4902,1776.8402,1834.914,7845560.0
2009-08-26,1845.1142,1854.1812,1825.2578,1849.2852,5270786.0
2009-08-27,1836.002,1864.608,1831.6044,1849.8742,4881218.0
2009-08-28,1840.309,1881.3816,1836.0472,1877.1204,6223002.0
2009-08-31,1855.0878,1867.6906,1807.2598,1817.0974,5980290.0
2009-09-01,1828.794,1851.4608,1783.4594,1797.0596,6646982.0
2009-09-02,1781.6008,1810.7508,1773.7576,1787.766,5229267.0
2009-09-03,1800.6862,1801.865,1745.2876,1751.816,7526263.0
2009-09-04,1749.6398,1808.8468,1749.6398,1796.0622,8184095.0
2009-09-07,1805.4468,1820.6334,1790.7126,1813.9242,4735687.0
2009-09-08,1818.0496,1897.3396,1711.559,1881.5178,11414990.0
2009-09-09,1872.2694,1971.5976,1868.688,1966.928,14641652.0
2009-09-10,1977.672,1999.2516,1935.7832,1948.6582,8710021.0
2009-09-11,1962.8028,1967.5172,1914.0226,1941.1782,6592921.0
2009-09-14,1927.1696,1958.3596,1915.836,1946.6182,5729454.0
2009-09-15,1946.6182,1979.7578,1940.0446,1976.7204,4276809.0
2009-09-16,1994.945,2003.785,1961.488,1979.7578,4853323.0
2009-09-17,1967.3358,1998.7528,1877.075,1891.6726,104579446.0
2009-09-18,1876.5764,1915.836,1876.5764,1902.8702,6187499.0
2009-09-22,1904.049,1940.1354,1893.35,1900.7398,6248628.0
2009-09-23,1889.5422,1926.0818,1889.5422,1905.3186,9848762.0
2009-09-24,1889.4514,1925.7188,1866.512,1908.0386,5829856.0
2009-09-25,1890.4036,1945.7568,1882.1526,1931.0684,8455760.0
2009-09-29,1949.3834,1973.8642,1941.2234,1963.8906,5758706.0
2009-09-30,1967.6532,2004.6012,1959.448,1995.8062,8815454.0
2009-10-01,1985.3792,1999.2516,1953.917,1967.9254,4551317.0
2009-10-05,1876.5764,1969.3306,1876.5764,1937.6872,5908631.0
2009-10-06,1940.0446,1953.917,1906.6786,1933.471,6629263.0
2009-10-07,1904.049,1953.917,1888.7262,1903.1424,3875555.0
2009-10-08,1949.3834,2002.878,1904.049,1921.4574,20054482.0
2009-10-09,1920.3696,1933.471,1894.9822,1904.0946,7383687.0
2009-10-12,1917.6948,1981.163,1914.9294,1964.888,12877713.0
2009-10-14,1976.6294,1990.1844,1952.1944,1974.952,5766475.0
2009-10-15,1993.8114,2014.6652,1962.984,1968.7868,6669071.0
2009-10-16,1981.163,2014.6652,1949.5196,2009.769,6705785.0
2009-10-20,2026.4976,2031.2576,1974.0908,1980.0752,4965129.0
2009-10-21,1967.472,2002.878,1967.472,1978.8056,4845667.0
2009-10-22,1972.0054,1976.403,1922.183,1934.4684,4552350.0
2009-10-23,1951.197,1953.0104,1847.109,1856.2666,13108109.0
2009-10-26,1849.6478,1871.8616,1818.0042,1827.3884,6292109.0
2009-10-27,1813.3798,1822.1748,1790.8034,1804.585,7216018.0
2009-10-28,1790.6674,1852.0052,1790.6674,1845.7034,6965214.0
2009-10-29,1813.1082,1872.9042,1804.3132,1816.8708,5738935.0
2009-10-30,1822.4922,1831.514,1742.2954,1751.0452,12430159.0
2009-11-03,1740.7994,1745.3782,1637.4824,1650.7652,8944172.0
2009-11-04,1672.8432,1747.5542,1668.3096,1741.4342,8411220.0
2009-11-05,1757.8904,1764.4188,1678.1924,1758.7974,7644659.0
2009-11-06,1777.1576,1789.7608,1758.9788,1774.1658,5717525.0
2009-11-09,1776.8402,1841.4876,1776.8402,1835.6394,6181466.0
2009-11-10,1845.1594,1904.049,1819.727,1861.0718,11064542.0
2009-11-11,1876.8486,1925.9458,1845.613,1911.2572,6816613.0
2009-11-12,1845.4316,1943.9434,1845.4316,1904.2302,7117045.0
2009-11-13,1894.7102,1929.3458,1890.5392,1919.1908,5704701.0
2009-11-16,1940.362,1957.3622,1932.791,1947.3434,4208081.0
2009-11-17,1961.1706,1961.1706,1909.489,1934.6498,7073491.0
2009-11-18,1936.1912,1947.5704,1899.6062,1906.2702,6840398.0
2009-11-19,1904.0038,1913.932,1878.8886,1887.6834,5027727.0
2009-11-20,1876.5764,1935.7832,1859.6214,1926.8522,6084230.0
2009-11-23,1944.8956,1999.2516,1935.3298,1990.638,10159726.0
2009-11-24,2012.8516,2012.8516,1964.208,1973.0482,5662172.0
2009-11-25,1981.1178,2018.2014,1972.0508,1989.0514,10689374.0
2009-11-26,997.359,1006.4258,958.0086,965.2622,4549835.0
2009-11-27,942.9576,961.998,916.8902,951.0272,6904058.0
2009-11-30,961.998,977.4118,956.6032,963.6302,3355541.0
2009-12-01,970.113,997.359,963.8116,995.4096,2615615.0
2009-12-02,979.2252,1013.6794,979.2252,997.5858,3099730.0
2009-12-03,1002.0284,1015.493,992.8256,998.7644,2845647.0
2009-12-04,988.2922,1003.1618,981.084,987.4308,2948327.0
2009-12-07,983.8494,996.0896,953.0218,957.1474,4520708.0
2009-12-08,956.5126,982.8972,952.1152,979.452,3720558.0
2009-12-09,970.1584,977.2304,963.8116,972.0172,2300351.0
2009-12-10,965.5796,980.7666,963.0862,970.657,2626800.0
2009-12-11,979.0892,986.4788,964.8542,969.2062,3302239.0
2009-12-14,965.5796,982.3986,960.6834,966.849,2912138.0
2009-12-15,965.5796,978.3186,950.2112,953.2486,2856166.0
2009-12-16,953.8832,956.4674,941.235,949.2592,3395777.0
2009-12-17,947.4458,953.566,933.9814,937.5628,3382548.0
2009-12-18,952.1152,952.1152,913.9436,916.1648,4293381.0
2009-12-21,911.178,938.1976,897.623,921.6958,6289428.0
2009-12-22,926.6372,932.984,917.2076,923.7358,3125913.0
2009-12-23,932.0774,968.2542,925.8666,966.441,5647429.0
2009-12-24,970.1584,982.4892,952.0244,974.873,3928995.0
2009-12-29,983.7586,987.1134,974.7824,977.1852,2535451.0
2009-12-30,970.0224,981.9452,970.0224,974.6464,1507675.0
2009-12-31,981.356,993.7322,976.5052,987.7482,2917206.0
2010-01-04,991.919,991.919,926.6372,975.0092,56934343.0
2010-01-05,984.6654,990.7402,966.0782,969.7504,3197173.0
2010-01-06,974.7372,992.1002,970.1584,987.204,4348097.0
2010-01-07,983.7586,1010.9594,983.7586,1002.0738,6015005.0
2010-01-08,1006.4258,1010.9594,994.8656,999.127,3757991.0
2010-01-11,1044.9602,1074.1556,966.5316,980.6306,8650221.0
2010-01-12,978.9532,1005.5194,966.5316,982.58,5083396.0
2010-01-13,983.804,990.0602,970.1584,986.796,6718731.0
2010-01-14,988.2922,1019.5276,986.4788,1016.2636,7746321.0
2010-01-15,1020.0716,1029.0932,1001.8926,1005.7006,3085936.0
2010-01-18,997.359,1011.5942,975.0092,996.951,2386374.0
2010-01-19,997.359,1005.5194,980.2678,983.94,2341378.0
2010-01-20,983.7134,994.367,971.3372,977.1852,3187667.0
2010-01-21,971.9716,977.4118,952.9312,955.47,3538486.0
2010-01-22,942.9124,970.1584,933.6188,954.8806,9001343.0
2010-01-25,947.4458,961.0006,940.2376,944.499,3134114.0
2010-01-27,932.1682,951.8886,925.7304,930.1278,4477489.0
2010-01-28,938.4242,948.3976,929.4478,940.6002,3785159.0
2010-01-29,929.312,952.9312,923.0104,948.8964,3754514.0
2010-02-01,941.0988,956.558,938.4694,948.9418,2142334.0
2010-02-02,956.558,960.1848,928.5414,930.808,3283377.0
2010-02-03,934.2082,950.0298,933.8908,937.2908,3556617.0
2010-02-04,932.032,947.4912,920.381,924.2798,2482343.0
2010-02-05,911.2234,914.5328,885.9268,889.735,8186034.0
2010-02-08,901.8846,910.8608,884.9294,903.3806,5271812.0
2010-02-09,902.1112,905.6928,892.319,901.0232,2575929.0
2010-02-10,906.69,907.5966,890.3696,892.7724,3046953.0
2010-02-11,897.623,923.0104,897.0338,919.3384,4976387.0
2010-02-15,920.3358,931.896,911.4048,913.4448,2689899.0
2010-02-16,911.178,928.4506,911.178,922.4664,3469855.0
2010-02-17,927.544,939.2402,926.6372,935.704,3623212.0
2010-02-18,939.3308,939.3308,902.1566,904.3328,4626736.0
2010-02-19,898.5298,900.3432,886.8788,892.4098,3924735.0
2010-02-22,902.2924,906.69,881.484,887.5588,2423072.0
2010-02-23,883.9774,891.6844,880.3962,883.932,2238597.0
2010-02-24,872.2358,893.9964,872.2358,886.0174,2204068.0
2010-02-25,888.6016,890.3696,871.329,874.3664,2818766.0
2010-02-26,874.0492,902.1566,874.0492,886.743,5243509.0
2010-03-02,894.5404,905.7834,888.5562,891.8204,2760997.0
2010-03-03,888.511,928.9494,888.511,926.592,5801868.0
2010-03-04,926.864,937.064,913.9436,919.157,3203985.0
2010-03-05,924.8238,931.9866,911.9034,915.7116,2319956.0
2010-03-08,923.0104,928.4506,909.5914,911.4048,1875212.0
2010-03-09,915.757,920.2904,895.855,897.8044,3347380.0
2010-03-10,901.2498,923.3732,895.9912,913.989,4651994.0
2010-03-11,911.2234,924.7332,911.2234,921.6958,2502246.0
2010-03-12,924.8238,936.2482,920.2904,925.9572,3767145.0
2010-03-15,926.6372,934.7974,919.4744,931.8508,2591831.0
2010-03-16,933.8908,970.1584,932.0774,967.2568,6102551.0
2010-03-17,974.6918,981.8546,964.8542,967.0304,3782793.0
2010-03-18,972.8784,977.8652,963.1768,974.7372,2257257.0
2010-03-19,975.5984,992.8256,970.249,988.1108,2828833.0
2010-03-22,973.7852,997.359,968.4356,973.6944,3726199.0
2010-03-23,979.2704,990.1056,975.5984,987.6122,2545316.0
2010-03-25,986.4788,993.0522,978.5452,989.8334,2001979.0
2010-03-26,995.5456,1005.882,992.8256,996.4524,3122347.0
2010-03-29,979.6786,1005.4738,953.43,991.7828,2345254.0
2010-03-30,995.5456,1001.8018,981.764,986.3428,2687424.0
2010-03-31,986.4788,991.919,972.425,974.3746,2769150.0
2010-04-01,979.2704,996.3616,977.4118,991.6016,1828386.0
2010-04-05,997.359,1021.8398,996.4524,1020.1624,3249776.0
2010-04-06,1033.6266,1033.6266,1013.9062,1016.5356,1848686.0
2010-04-07,1022.7462,1061.734,1018.2582,1023.653,3382827.0
2010-04-08,1002.1192,1032.7198,998.3564,1001.2126,2268975.0
2010-04-09,1004.6126,1033.0828,1003.7058,1019.0742,3068136.0
2010-04-12,1022.7462,1032.5386,1017.3062,1020.6156,2121606.0
2010-04-13,1030.9066,1030.9066,992.8256,1016.173,1884043.0
2010-04-15,1024.5598,1026.8266,985.8894,988.5188,5072723.0
2010-04-16,967.4836,991.7376,967.4836,982.2172,3552776.0
