,Meta Data,Time Series (Daily)
1. Information,"Daily Prices (open, high, low, close) and Volumes",
2. Symbol,TCS.BSE,
3. Last Refreshed,2024-10-11,
4. Output Size,Full size,
5. Time Zone,US/Eastern,
2016-02-01,,"{'1. open': '2392.0000', '2. high': '2412.0000', '3. low': '2361.0500', '4. close': '2402.2000', '5. volume': '57782'}"
2016-01-29,,"{'1. open': '2339.0000', '2. high': '2398.2500', '3. low': '2336.1000', '4. close': '2391.2000', '5. volume': '74230'}"
2016-01-28,,"{'1. open': '2310.0000', '2. high': '2347.0000', '3. low': '2310.0000', '4. close': '2330.9000', '5. volume': '70362'}"
2016-01-27,,"{'1. open': '2303.9500', '2. high': '2327.9500', '3. low': '2283.7000', '4. close': '2319.6000', '5. volume': '68270'}"
2016-01-25,,"{'1. open': '2295.1500', '2. high': '2338.8000', '3. low': '2293.0500', '4. close': '2305.9500', '5. volume': '66944'}"
2016-01-22,,"{'1. open': '2266.0000', '2. high': '2301.0000', '3. low': '2260.0000', '4. close': '2295.2500', '5. volume': '298538'}"
2016-01-21,,"{'1. open': '2280.0000', '2. high': '2286.2500', '3. low': '2247.0000', '4. close': '2261.2000', '5. volume': '105962'}"
2016-01-20,,"{'1. open': '2279.0000', '2. high': '2282.5000', '3. low': '2243.7500', '4. close': '2277.6000', '5. volume': '119194'}"
2016-01-19,,"{'1. open': '2283.0000', '2. high': '2293.0000', '3. low': '2267.2500', '4. close': '2279.0000', '5. volume': '54776'}"
2016-01-18,,"{'1. open': '2270.0000', '2. high': '2291.0000', '3. low': '2263.0000', '4. close': '2282.4500', '5. volume': '144486'}"
2016-01-15,,"{'1. open': '2290.0000', '2. high': '2291.3500', '3. low': '2258.1500', '4. close': '2263.5000', '5. volume': '175192'}"
2016-01-14,,"{'1. open': '2275.0000', '2. high': '2297.5000', '3. low': '2252.6000', '4. close': '2278.9500', '5. volume': '244870'}"
2016-01-13,,"{'1. open': '2317.0000', '2. high': '2327.9500', '3. low': '2258.0000', '4. close': '2280.3000', '5. volume': '672554'}"
2016-01-12,,"{'1. open': '2367.9500', '2. high': '2367.9500', '3. low': '2301.1000', '4. close': '2324.0500', '5. volume': '291138'}"
2016-01-11,,"{'1. open': '2396.4500', '2. high': '2396.4500', '3. low': '2349.9000', '4. close': '2363.0000', '5. volume': '65566'}"
2016-01-08,,"{'1. open': '2380.0000', '2. high': '2409.0000', '3. low': '2372.9500', '4. close': '2397.2500', '5. volume': '69254'}"
2016-01-07,,"{'1. open': '2375.0000', '2. high': '2379.7000', '3. low': '2359.8500', '4. close': '2370.0500', '5. volume': '132686'}"
2016-01-06,,"{'1. open': '2365.0000', '2. high': '2384.5000', '3. low': '2352.2000', '4. close': '2381.2000', '5. volume': '90250'}"
2016-01-05,,"{'1. open': '2383.0000', '2. high': '2386.3500', '3. low': '2343.5500', '4. close': '2350.3500', '5. volume': '146954'}"
2016-01-04,,"{'1. open': '2416.1000', '2. high': '2416.1000', '3. low': '2369.0500', '4. close': '2375.5000', '5. volume': '262498'}"
2016-01-01,,"{'1. open': '2432.1000', '2. high': '2436.3500', '3. low': '2412.4000', '4. close': '2416.2500', '5. volume': '64378'}"
2015-12-31,,"{'1. open': '2420.0000', '2. high': '2448.0000', '3. low': '2409.0000', '4. close': '2439.2000', '5. volume': '62962'}"
2015-12-30,,"{'1. open': '2452.0000', '2. high': '2457.0000', '3. low': '2413.0000', '4. close': '2418.4000', '5. volume': '54808'}"
2015-12-29,,"{'1. open': '2460.0000', '2. high': '2464.5000', '3. low': '2445.0000', '4. close': '2451.9500', '5. volume': '48200'}"
2015-12-28,,"{'1. open': '2422.0000', '2. high': '2462.9000', '3. low': '2422.0000', '4. close': '2458.5000', '5. volume': '414864'}"
2015-12-24,,"{'1. open': '2420.0000', '2. high': '2435.9500', '3. low': '2403.8000', '4. close': '2433.3500', '5. volume': '38392'}"
2015-12-23,,"{'1. open': '2411.3500', '2. high': '2435.0000', '3. low': '2410.0000', '4. close': '2420.4000', '5. volume': '48366'}"
2015-12-22,,"{'1. open': '2441.0500', '2. high': '2441.0500', '3. low': '2400.5000', '4. close': '2405.9500', '5. volume': '69932'}"
2015-12-21,,"{'1. open': '2410.0000', '2. high': '2448.0000', '3. low': '2407.4500', '4. close': '2440.9500', '5. volume': '73056'}"
2015-12-18,,"{'1. open': '2437.5500', '2. high': '2437.5500', '3. low': '2403.1500', '4. close': '2416.4500', '5. volume': '320128'}"
2015-12-17,,"{'1. open': '2420.0000', '2. high': '2445.7500', '3. low': '2395.2000', '4. close': '2440.3500', '5. volume': '137124'}"
2015-12-16,,"{'1. open': '2397.9500', '2. high': '2414.5500', '3. low': '2385.7000', '4. close': '2407.1000', '5. volume': '252840'}"
2015-12-15,,"{'1. open': '4760.0000', '2. high': '4769.8000', '3. low': '4731.4000', '4. close': '4750.4000', '5. volume': '53926'}"
2015-12-14,,"{'1. open': '4689.8000', '2. high': '4768.9000', '3. low': '4670.0000', '4. close': '4754.9000', '5. volume': '269902'}"
2015-12-11,,"{'1. open': '4790.0000', '2. high': '4790.0000', '3. low': '4726.1000', '4. close': '4774.5000', '5. volume': '107072'}"
2015-12-10,,"{'1. open': '4740.0000', '2. high': '4784.8000', '3. low': '4707.0000', '4. close': '4761.5000', '5. volume': '108516'}"
2015-12-09,,"{'1. open': '4660.0000', '2. high': '4742.0000', '3. low': '4641.1000', '4. close': '4731.4000', '5. volume': '172142'}"
2015-12-08,,"{'1. open': '4646.0000', '2. high': '4697.0000', '3. low': '4636.0000', '4. close': '4659.0000', '5. volume': '212822'}"
2015-12-07,,"{'1. open': '4662.0000', '2. high': '4690.0000', '3. low': '4633.3000', '4. close': '4648.2000', '5. volume': '162092'}"
2015-12-04,,"{'1. open': '4679.6000', '2. high': '4680.0000', '3. low': '4644.0000', '4. close': '4660.3000', '5. volume': '164818'}"
2015-12-03,,"{'1. open': '4732.0000', '2. high': '4745.1000', '3. low': '4695.0000', '4. close': '4701.7000', '5. volume': '136578'}"
2015-12-02,,"{'1. open': '4734.0000', '2. high': '4741.9000', '3. low': '4698.0000', '4. close': '4730.5000', '5. volume': '82846'}"
2015-12-01,,"{'1. open': '4730.0000', '2. high': '4756.8000', '3. low': '4714.4000', '4. close': '4724.3000', '5. volume': '89434'}"
2015-11-30,,"{'1. open': '4720.0000', '2. high': '4762.6000', '3. low': '4704.0000', '4. close': '4730.5000', '5. volume': '89252'}"
2015-11-27,,"{'1. open': '4692.0000', '2. high': '4715.8000', '3. low': '4666.0000', '4. close': '4705.3000', '5. volume': '129668'}"
2015-11-26,,"{'1. open': '4744.0000', '2. high': '4763.6000', '3. low': '4676.0000', '4. close': '4690.3000', '5. volume': '89382'}"
2015-11-24,,"{'1. open': '4776.0000', '2. high': '4783.8000', '3. low': '4730.0000', '4. close': '4740.2000', '5. volume': '55752'}"
2015-11-23,,"{'1. open': '4827.8000', '2. high': '4827.8000', '3. low': '4768.3000', '4. close': '4783.4000', '5. volume': '62248'}"
2015-11-20,,"{'1. open': '4728.2000', '2. high': '4844.0000', '3. low': '4728.0000', '4. close': '4791.1000', '5. volume': '101632'}"
2015-11-19,,"{'1. open': '4740.0000', '2. high': '4762.5000', '3. low': '4704.1000', '4. close': '4726.4000', '5. volume': '316556'}"
2015-11-18,,"{'1. open': '4781.1000', '2. high': '4781.1000', '3. low': '4693.9000', '4. close': '4703.8000', '5. volume': '193076'}"
2015-11-17,,"{'1. open': '4762.0000', '2. high': '4796.9000', '3. low': '4751.5000', '4. close': '4781.0000', '5. volume': '108060'}"
2015-11-16,,"{'1. open': '4800.0000', '2. high': '4800.0000', '3. low': '4710.0000', '4. close': '4749.8000', '5. volume': '142860'}"
2015-11-13,,"{'1. open': '4930.0000', '2. high': '4930.0000', '3. low': '4775.4000', '4. close': '4794.6000', '5. volume': '210762'}"
2015-11-10,,"{'1. open': '4952.0000', '2. high': '4956.0000', '3. low': '4903.0000', '4. close': '4923.4000', '5. volume': '199900'}"
2015-11-09,,"{'1. open': '4968.0000', '2. high': '5001.2000', '3. low': '4937.9000', '4. close': '4950.1000', '5. volume': '242028'}"
2015-11-06,,"{'1. open': '4976.0000', '2. high': '5031.2000', '3. low': '4966.0000', '4. close': '5011.5000', '5. volume': '46934'}"
2015-11-05,,"{'1. open': '5077.9000', '2. high': '5078.0000', '3. low': '4970.3000', '4. close': '4981.5000', '5. volume': '252790'}"
2015-11-04,,"{'1. open': '5102.0000', '2. high': '5102.0000', '3. low': '5040.4000', '4. close': '5058.9000', '5. volume': '58756'}"
2015-11-03,,"{'1. open': '5040.0000', '2. high': '5091.1000', '3. low': '5037.1000', '4. close': '5085.2000', '5. volume': '70980'}"
2015-11-02,,"{'1. open': '4994.0000', '2. high': '5033.8000', '3. low': '4976.1000', '4. close': '5022.4000', '5. volume': '76464'}"
2015-10-30,,"{'1. open': '5002.0000', '2. high': '5022.0000', '3. low': '4970.0000', '4. close': '4994.6000', '5. volume': '87304'}"
2015-10-29,,"{'1. open': '5060.0000', '2. high': '5060.0000', '3. low': '4986.0000', '4. close': '4992.3000', '5. volume': '179668'}"
2015-10-28,,"{'1. open': '5052.0000', '2. high': '5060.0000', '3. low': '5015.2000', '4. close': '5049.3000', '5. volume': '73428'}"
2015-10-27,,"{'1. open': '5070.4000', '2. high': '5087.9000', '3. low': '5042.9000', '4. close': '5059.6000', '5. volume': '63014'}"
2015-10-26,,"{'1. open': '5090.0000', '2. high': '5096.0000', '3. low': '5034.0000', '4. close': '5070.4000', '5. volume': '84658'}"
2015-10-23,,"{'1. open': '5070.0000', '2. high': '5084.0000', '3. low': '5054.1000', '4. close': '5072.4000', '5. volume': '75840'}"
2015-10-21,,"{'1. open': '5053.5000', '2. high': '5084.4000', '3. low': '5037.4000', '4. close': '5051.0000', '5. volume': '123038'}"
2015-10-20,,"{'1. open': '4986.0000', '2. high': '5059.6000', '3. low': '4985.0000', '4. close': '5053.4000', '5. volume': '123862'}"
2015-10-19,,"{'1. open': '4956.0000', '2. high': '4986.0000', '3. low': '4916.0000', '4. close': '4973.7000', '5. volume': '157074'}"
2015-10-16,,"{'1. open': '4980.0000', '2. high': '4984.0000', '3. low': '4940.0000', '4. close': '4951.9000', '5. volume': '113920'}"
2015-10-15,,"{'1. open': '4980.0000', '2. high': '5010.0000', '3. low': '4930.0000', '4. close': '4937.3000', '5. volume': '843970'}"
2015-10-14,,"{'1. open': '5100.0000', '2. high': '5100.0000', '3. low': '4960.0000', '4. close': '4966.8000', '5. volume': '723396'}"
2015-10-13,,"{'1. open': '5210.0000', '2. high': '5224.9000', '3. low': '5136.1000', '4. close': '5194.8000', '5. volume': '243962'}"
2015-10-12,,"{'1. open': '5334.0000', '2. high': '5340.0000', '3. low': '5170.6000', '4. close': '5184.8000', '5. volume': '191846'}"
2015-10-09,,"{'1. open': '5356.0000', '2. high': '5356.0000', '3. low': '5220.0000', '4. close': '5259.7000', '5. volume': '118000'}"
2015-10-08,,"{'1. open': '5330.1000', '2. high': '5356.0000', '3. low': '5241.0000', '4. close': '5269.5000', '5. volume': '96736'}"
2015-10-07,,"{'1. open': '5391.4000', '2. high': '5432.9000', '3. low': '5294.2000', '4. close': '5310.2000', '5. volume': '131440'}"
2015-10-06,,"{'1. open': '5450.0000', '2. high': '5450.8000', '3. low': '5360.4000', '4. close': '5391.4000', '5. volume': '133480'}"
2015-10-05,,"{'1. open': '5300.0000', '2. high': '5538.0000', '3. low': '5300.0000', '4. close': '5426.9000', '5. volume': '215412'}"
2015-10-01,,"{'1. open': '5200.0000', '2. high': '5290.0000', '3. low': '5181.2000', '4. close': '5279.4000', '5. volume': '110352'}"
2015-09-30,,"{'1. open': '5260.0000', '2. high': '5283.6000', '3. low': '5143.1000', '4. close': '5175.4000', '5. volume': '90546'}"
2015-09-29,,"{'1. open': '5144.0000', '2. high': '5264.0000', '3. low': '5140.0000', '4. close': '5180.4000', '5. volume': '74704'}"
2015-09-28,,"{'1. open': '5160.0000', '2. high': '5237.9000', '3. low': '5160.0000', '4. close': '5180.7000', '5. volume': '55330'}"
2015-09-24,,"{'1. open': '5068.0000', '2. high': '5167.9000', '3. low': '5063.8000', '4. close': '5151.2000', '5. volume': '133316'}"
2015-09-23,,"{'1. open': '5054.0000', '2. high': '5114.6000', '3. low': '5030.0000', '4. close': '5068.1000', '5. volume': '74106'}"
2015-09-22,,"{'1. open': '5108.3000', '2. high': '5150.0000', '3. low': '4987.8000', '4. close': '5052.7000', '5. volume': '89186'}"
2015-09-21,,"{'1. open': '5100.0000', '2. high': '5108.3000', '3. low': '5068.3000', '4. close': '5101.4000', '5. volume': '54602'}"
2015-09-18,,"{'1. open': '5120.0000', '2. high': '5170.0000', '3. low': '5095.6000', '4. close': '5108.3000', '5. volume': '94854'}"
2015-09-16,,"{'1. open': '5096.0000', '2. high': '5127.9000', '3. low': '5087.0000', '4. close': '5102.3000', '5. volume': '41600'}"
2015-09-15,,"{'1. open': '5101.5000', '2. high': '5116.0000', '3. low': '5072.0000', '4. close': '5086.3000', '5. volume': '68234'}"
2015-09-14,,"{'1. open': '5110.0000', '2. high': '5129.4000', '3. low': '5090.3000', '4. close': '5101.5000', '5. volume': '34628'}"
2015-09-11,,"{'1. open': '5099.8000', '2. high': '5136.0000', '3. low': '5070.4000', '4. close': '5091.0000', '5. volume': '81920'}"
2015-09-10,,"{'1. open': '5080.0000', '2. high': '5152.0000', '3. low': '5054.1000', '4. close': '5084.7000', '5. volume': '110606'}"
2015-09-09,,"{'1. open': '5120.0000', '2. high': '5150.0000', '3. low': '5093.3000', '4. close': '5101.3000', '5. volume': '62014'}"
2015-09-08,,"{'1. open': '5086.0000', '2. high': '5127.4000', '3. low': '5046.1000', '4. close': '5084.2000', '5. volume': '512514'}"
2015-09-07,,"{'1. open': '5104.0000', '2. high': '5119.0000', '3. low': '5070.0000', '4. close': '5079.0000', '5. volume': '46044'}"
2015-09-04,,"{'1. open': '5250.0000', '2. high': '5250.0000', '3. low': '5084.9000', '4. close': '5098.9000', '5. volume': '90636'}"
2015-09-03,,"{'1. open': '5228.0000', '2. high': '5228.0000', '3. low': '5154.0000', '4. close': '5210.5000', '5. volume': '57044'}"
2015-09-02,,"{'1. open': '5120.0000', '2. high': '5238.0000', '3. low': '5093.2000', '4. close': '5186.4000', '5. volume': '106866'}"
2015-09-01,,"{'1. open': '5134.0000', '2. high': '5220.0000', '3. low': '5062.0000', '4. close': '5077.6000', '5. volume': '98388'}"
2015-08-31,,"{'1. open': '5167.7000', '2. high': '5176.9000', '3. low': '5066.0000', '4. close': '5130.5000', '5. volume': '85438'}"
2015-08-28,,"{'1. open': '5198.0000', '2. high': '5209.8000', '3. low': '5120.0000', '4. close': '5141.3000', '5. volume': '80804'}"
2015-08-27,,"{'1. open': '5230.4000', '2. high': '5230.4000', '3. low': '5094.0000', '4. close': '5155.2000', '5. volume': '63812'}"
2015-08-26,,"{'1. open': '5130.9000', '2. high': '5277.9000', '3. low': '5029.8000', '4. close': '5153.5000', '5. volume': '108616'}"
2015-08-25,,"{'1. open': '5170.0000', '2. high': '5236.2000', '3. low': '5072.2000', '4. close': '5134.7000', '5. volume': '155944'}"
2015-08-24,,"{'1. open': '5350.0000', '2. high': '5350.0000', '3. low': '5140.0000', '4. close': '5158.4000', '5. volume': '167770'}"
2015-08-21,,"{'1. open': '5380.6000', '2. high': '5455.6000', '3. low': '5314.0000', '4. close': '5350.2000', '5. volume': '108304'}"
2015-08-20,,"{'1. open': '5464.0000', '2. high': '5464.0000', '3. low': '5350.5000', '4. close': '5382.4000', '5. volume': '66368'}"
2015-08-19,,"{'1. open': '5500.0000', '2. high': '5501.9000', '3. low': '5436.1000', '4. close': '5462.8000', '5. volume': '62588'}"
2015-08-18,,"{'1. open': '5400.0000', '2. high': '5492.0000', '3. low': '5388.4000', '4. close': '5469.2000', '5. volume': '103260'}"
2015-08-17,,"{'1. open': '5388.0000', '2. high': '5388.0000', '3. low': '5310.9000', '4. close': '5369.5000', '5. volume': '83512'}"
2015-08-14,,"{'1. open': '5270.2000', '2. high': '5426.0000', '3. low': '5270.2000', '4. close': '5387.3000', '5. volume': '135894'}"
2015-08-13,,"{'1. open': '5343.0000', '2. high': '5365.0000', '3. low': '5254.1000', '4. close': '5274.8000', '5. volume': '89796'}"
2015-08-12,,"{'1. open': '5206.0000', '2. high': '5379.2000', '3. low': '5206.0000', '4. close': '5342.8000', '5. volume': '401028'}"
2015-08-11,,"{'1. open': '5140.0000', '2. high': '5219.9000', '3. low': '5088.1000', '4. close': '5206.1000', '5. volume': '116824'}"
2015-08-10,,"{'1. open': '5126.0000', '2. high': '5176.0000', '3. low': '5116.6000', '4. close': '5141.6000', '5. volume': '63296'}"
2015-08-07,,"{'1. open': '5148.6000', '2. high': '5148.6000', '3. low': '5096.5000', '4. close': '5103.4000', '5. volume': '43454'}"
2015-08-06,,"{'1. open': '5100.0000', '2. high': '5164.0000', '3. low': '5100.0000', '4. close': '5148.6000', '5. volume': '79392'}"
2015-08-05,,"{'1. open': '5020.0000', '2. high': '5095.7000', '3. low': '5020.0000', '4. close': '5083.3000', '5. volume': '66790'}"
2015-08-04,,"{'1. open': '5020.0000', '2. high': '5041.6000', '3. low': '4971.6000', '4. close': '5018.6000', '5. volume': '60430'}"
2015-08-03,,"{'1. open': '5019.8000', '2. high': '5048.0000', '3. low': '5000.0000', '4. close': '5015.9000', '5. volume': '48678'}"
2015-07-31,,"{'1. open': '4980.0000', '2. high': '5037.0000', '3. low': '4977.1000', '4. close': '5020.0000', '5. volume': '83126'}"
2015-07-30,,"{'1. open': '5020.0000', '2. high': '5030.0000', '3. low': '4954.0000', '4. close': '4961.9000', '5. volume': '100382'}"
2015-07-29,,"{'1. open': '5024.0000', '2. high': '5030.9000', '3. low': '4969.8000', '4. close': '5016.2000', '5. volume': '78546'}"
2015-07-28,,"{'1. open': '5000.0000', '2. high': '5037.9000', '3. low': '4984.1000', '4. close': '5003.0000', '5. volume': '64630'}"
2015-07-27,,"{'1. open': '5000.0000', '2. high': '5010.0000', '3. low': '4964.1000', '4. close': '4993.8000', '5. volume': '130690'}"
2015-07-24,,"{'1. open': '5028.0000', '2. high': '5034.0000', '3. low': '4987.7000', '4. close': '5007.5000', '5. volume': '53340'}"
2015-07-23,,"{'1. open': '5070.0000', '2. high': '5076.9000', '3. low': '4966.0000', '4. close': '4975.9000', '5. volume': '126690'}"
2015-07-22,,"{'1. open': '5120.0000', '2. high': '5135.8000', '3. low': '5042.8000', '4. close': '5056.2000', '5. volume': '135736'}"
2015-07-21,,"{'1. open': '5159.0000', '2. high': '5198.1000', '3. low': '5112.0000', '4. close': '5125.7000', '5. volume': '79240'}"
2015-07-20,,"{'1. open': '5118.0000', '2. high': '5178.0000', '3. low': '5108.7000', '4. close': '5159.1000', '5. volume': '65860'}"
2015-07-17,,"{'1. open': '5082.0000', '2. high': '5134.0000', '3. low': '5082.0000', '4. close': '5118.7000', '5. volume': '73088'}"
2015-07-16,,"{'1. open': '5082.0000', '2. high': '5116.9000', '3. low': '5052.0000', '4. close': '5076.3000', '5. volume': '80986'}"
2015-07-15,,"{'1. open': '5006.0000', '2. high': '5100.0000', '3. low': '5006.0000', '4. close': '5092.5000', '5. volume': '92056'}"
2015-07-14,,"{'1. open': '5018.0000', '2. high': '5023.6000', '3. low': '4982.0000', '4. close': '4999.0000', '5. volume': '95370'}"
2015-07-13,,"{'1. open': '4968.0000', '2. high': '5036.6000', '3. low': '4960.0000', '4. close': '5017.2000', '5. volume': '128048'}"
2015-07-10,,"{'1. open': '5124.0000', '2. high': '5124.0000', '3. low': '4910.0000', '4. close': '4943.8000', '5. volume': '606696'}"
2015-07-09,,"{'1. open': '5200.0000', '2. high': '5200.0000', '3. low': '5011.5000', '4. close': '5042.8000', '5. volume': '259988'}"
2015-07-08,,"{'1. open': '5202.0000', '2. high': '5244.9000', '3. low': '5168.2000', '4. close': '5188.1000', '5. volume': '303412'}"
2015-07-07,,"{'1. open': '5270.0000', '2. high': '5293.3000', '3. low': '5209.8000', '4. close': '5238.1000', '5. volume': '78296'}"
2015-07-06,,"{'1. open': '5180.0000', '2. high': '5286.8000', '3. low': '5163.8000', '4. close': '5265.6000', '5. volume': '92850'}"
2015-07-03,,"{'1. open': '5154.0000', '2. high': '5217.3000', '3. low': '5142.0000', '4. close': '5209.6000', '5. volume': '58990'}"
